# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce 8600 GTS
method,gputime,cputime,occupancy,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyHtoD,396.384,634.647,1.27779e-037,35630240,35959064,29787232,34954088,35418216,35865480,37421056,37241208,35957368,30385104,37440304
_Z15kernelFloodDownP6short2ii,95.264,121.77,0.667,0,0,0,32768,0,0,2112,0,31888,0,64
_Z13kernelFloodUpP6short2ii,120.736,138.91,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z24kernelPropagateInterbandP6short2ii,11.424,25.828,0.667,0,0,0,1044,0,0,658,102,3908,0,64
_Z20kernelUpdateVerticalP6short2iii,119.744,137.927,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z15kernelTransposeP6short2i,162.048,176.904,0.333,0,0,0,36864,0,0,832,0,34956,0,128
_Z25_A1_kernelProximatePointsP6short2ii,510.4,525.277,0.667,6746,4703,0,32768,0,0,22187,1910,217444,0,64
_Z31_A2_kernelCreateForwardPointersP6short2ii,114.272,129.133,0.667,0,0,0,32768,0,0,10292,1908,49158,0,64
_Z20_A3_kernelMergeBandsP6short2ii,43.808,57.891,0.5,599,0,11564,1408,0,0,1376,96,12801,0,32
_Z20_A3_kernelMergeBandsP6short2ii,25.792,39.627,0.5,283,0,5628,720,0,0,676,46,6290,0,16
_Z20_A3_kernelMergeBandsP6short2ii,13.664,27.269,0.5,159,0,2874,364,0,0,344,24,3227,0,8
_Z20_A3_kernelMergeBandsP6short2ii,10.784,23.898,0.5,71,0,1484,176,0,0,172,12,1622,0,4
_Z28_A4_kernelDoubleToSingleListP6short2i,110.272,124.137,0.667,0,0,0,32768,0,0,0,0,28688,0,2048
_Z15_A5_kernelColorP6short2i,1327.62,1346.24,0.667,0,0,262144,0,0,0,76655,15794,480710,96516,64
_Z15kernelTransposeP6short2i,157.056,175.46,0.333,0,0,0,36864,0,0,832,0,34955,0,128
memcpyDtoH,517.76,1008.36,0,0,0,0,7471215,12,12,7471215,12,12,12,1149212541
memcpyHtoD,397.664,694.165,8.40779e-045,6,6,0,6357111,1,1,6357111,1,1,1,1143896982
_Z17maKernelFloodDownP6short2ii,107.84,127.449,0.667,0,0,0,32768,0,0,2112,0,31886,0,64
_Z15maKernelFloodUpP6short2ii,122.464,140.675,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z26maKernelPropagateInterbandP6short2ii,11.936,26.009,0.667,0,0,0,1044,0,0,658,102,3908,0,64
_Z22maKernelUpdateVerticalP6short2iii,119.616,138.002,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z17maKernelTransposeP6short2i,158.816,173.358,0.333,0,0,0,36864,0,0,832,0,34952,0,128
memcpyDtoH,517.76,1235.24,0,0,0,0,3539024,12,12,3539024,12,12,12,1151011635
memcpyHtoD,396.064,600.506,0,0,0,4294967294,6815859,1,1,6815859,1,1,1,1142568092
_Z23_B1_maKernelCalEndPointP6short2ii,110.176,132.558,0.667,0,0,0,4096,0,0,11827,859,50848,0,128
_Z24_B2_maKernelCalInnerBandP6short2ii,2543.9,2791.43,0.417,0,0,416,42968,124250,340328,181500,9445,729220,18849,128
_Z17maKernelTransposeP6short2i,157.76,176.633,0.333,0,0,0,36864,0,0,832,0,34956,0,128
memcpyDtoH,517.888,1020.72,1.68156e-044,12,12,0,0,12,12,1153499136,12,12,12,1151510274
