# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce 8600 GTS
method,gputime,cputime,occupancy,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyHtoD,397.28,756.73,1.40186e-037,11403920,11403800,37663032,11404552,11404480,11404360,11404240,11404120,37643488,37643368,37677712
_Z15kernelFloodDownP6short2ii,94.816,121.193,0.667,0,0,0,32768,0,0,2112,0,31888,0,64
_Z13kernelFloodUpP6short2ii,120.704,139.018,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z24kernelPropagateInterbandP6short2ii,28.16,42.535,0.667,0,0,0,3692,0,0,1738,554,9870,0,64
_Z20kernelUpdateVerticalP6short2iii,123.584,141.975,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z15kernelTransposeP6short2i,161.12,175.998,0.333,0,0,0,36864,0,0,832,0,34956,0,128
_Z25_A1_kernelProximatePointsP6short2ii,701.376,716.228,0.667,71564,3728,0,32768,0,0,25822,3434,296125,0,64
_Z31_A2_kernelCreateForwardPointersP6short2ii,102.176,116.507,0.667,0,0,0,20192,0,0,9849,1465,43080,0,64
_Z20_A3_kernelMergeBandsP6short2ii,94.784,108.844,0.5,4938,0,18752,1572,0,0,2629,277,25330,0,32
_Z20_A3_kernelMergeBandsP6short2ii,54.208,67.735,0.5,2359,0,8836,728,0,0,1193,127,11357,0,16
_Z20_A3_kernelMergeBandsP6short2ii,24.448,38.291,0.5,1111,0,4412,336,0,0,649,74,6204,0,8
_Z20_A3_kernelMergeBandsP6short2ii,20.64,34.406,0.5,666,0,2380,176,0,0,326,34,3155,0,4
_Z28_A4_kernelDoubleToSingleListP6short2i,110.4,124.221,0.667,0,0,0,32768,0,0,0,0,28688,0,2048
_Z15_A5_kernelColorP6short2i,610.848,629.183,0.667,0,0,262144,0,0,0,35137,5648,203843,94640,64
_Z15kernelTransposeP6short2i,160.896,179.373,0.333,0,0,0,36864,0,0,832,0,34956,0,128
memcpyDtoH,517.76,1303.3,0,0,0,41,7602275,0,0,0,0,12,12,0
memcpyHtoD,397.6,713.928,8.40779e-045,0,0,42,6684764,0,0,0,0,1,1,88
_Z17maKernelFloodDownP6short2ii,108,129.25,0.667,0,0,0,32768,0,0,2112,0,31886,0,64
_Z15maKernelFloodUpP6short2ii,119.52,137.773,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z26maKernelPropagateInterbandP6short2ii,28.16,42.288,0.667,0,0,0,3692,0,0,1738,554,9873,0,64
_Z22maKernelUpdateVerticalP6short2iii,122.368,141.006,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z17maKernelTransposeP6short2i,158.368,173.307,0.333,0,0,0,36864,0,0,832,0,34952,0,128
memcpyDtoH,517.792,1233.89,0,0,0,48,5505089,0,0,0,0,12,12,0
memcpyHtoD,397.12,610.157,0,0,0,49,3997768,0,0,0,0,1,1,81
_Z23_B1_maKernelCalEndPointP6short2ii,4627.97,4650.4,0.667,0,0,0,65536,0,0,507153,72378,2176981,0,2048
_Z24_B2_maKernelCalInnerBandP6short2ii,180.768,434.219,0.417,0,0,0,0,0,0,4096,0,57354,0,2048
_Z17maKernelTransposeP6short2i,158.176,177.084,0.333,0,0,0,36864,0,0,832,0,34956,0,128
memcpyDtoH,518.816,991.555,2.52234e-044,0,0,53,6029400,0,0,0,0,12,12,0
