# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce 8600 GTS
method,gputime,cputime,occupancy,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched
memcpyHtoD,395.808,645.652,1.12489e-037,11403856,37718952,37718952,37718952,11403848,37718952,37718952,37718952,37817928,37817808,37720192
_Z15kernelFloodDownP6short2ii,94.976,121.885,0.667,0,0,0,32768,0,0,2112,0,31888,0,64
_Z13kernelFloodUpP6short2ii,121.664,139.942,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z24kernelPropagateInterbandP6short2ii,11.776,25.759,0.667,0,0,0,1900,0,0,676,120,4016,0,64
_Z20kernelUpdateVerticalP6short2iii,118.72,137.145,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z15kernelTransposeP6short2i,157.664,172.645,0.333,0,0,0,36864,0,0,832,0,34957,0,128
_Z25_A1_kernelProximatePointsP6short2ii,571.584,586.446,0.667,25896,3234,0,32768,0,0,23261,2465,240654,0,64
_Z31_A2_kernelCreateForwardPointersP6short2ii,112.928,127.232,0.667,0,0,0,32764,0,0,10304,1920,49172,0,64
_Z20_A3_kernelMergeBandsP6short2ii,55.84,69.948,0.5,1267,0,13420,1212,0,0,1598,133,14996,0,32
_Z20_A3_kernelMergeBandsP6short2ii,31.296,44.607,0.5,603,0,6638,536,0,0,772,62,7231,0,16
_Z20_A3_kernelMergeBandsP6short2ii,17.632,31.5,0.5,319,0,3318,296,0,0,410,35,3880,0,8
_Z20_A3_kernelMergeBandsP6short2ii,14.432,28.129,0.5,131,0,1472,164,0,0,208,18,1958,0,4
_Z28_A4_kernelDoubleToSingleListP6short2i,110.848,124.603,0.667,0,0,0,32768,0,0,0,0,28688,0,2048
_Z15_A5_kernelColorP6short2i,1185.6,1204.53,0.667,0,0,262144,0,0,0,68880,14217,426440,97120,64
_Z15kernelTransposeP6short2i,159.232,177.992,0.333,0,0,0,36864,0,0,832,0,34952,0,128
memcpyDtoH,520.864,993.946,0,0,4294967295,0,0,0,0,0,18,12,12,0
memcpyHtoD,395.552,701.311,8.40779e-045,0,4294967295,0,0,0,0,88,384,1,1,0
_Z17maKernelFloodDownP6short2ii,107.296,127.091,0.667,0,0,0,32768,0,0,2112,0,31886,0,64
_Z15maKernelFloodUpP6short2ii,121.216,139.839,0.667,0,0,0,32768,0,0,2112,0,44560,0,64
_Z26maKernelPropagateInterbandP6short2ii,12.608,26.782,0.667,0,0,0,1900,0,0,676,120,4016,0,64
_Z22maKernelUpdateVerticalP6short2iii,119.904,138.633,0.667,0,0,0,32768,0,0,2112,0,48720,0,64
_Z17maKernelTransposeP6short2i,160,174.146,0.333,0,0,0,36864,0,0,832,0,34956,0,128
memcpyDtoH,517.952,1221.78,0,1730004344,4294967295,0,0,0,0,0,20,12,12,0
memcpyHtoD,395.68,598.302,0,264,4294967295,0,0,0,0,81,384,1,1,0
_Z23_B1_maKernelCalEndPointP6short2ii,516.992,539.55,0.667,0,0,0,16384,0,0,54707,5853,245790,0,512
_Z24_B2_maKernelCalInnerBandP6short2ii,1731.49,2307.54,0.417,0,0,0,43820,71680,266348,123776,10647,519878,0,512
_Z17maKernelTransposeP6short2i,156.608,175.644,0.333,0,0,0,36864,0,0,832,0,34955,0,128
memcpyDtoH,528.544,1049.77,7.42688e-044,0,15,0,0,0,384,0,0,12,12,0
